Date,ETR
2005-12-21,366
2005-12-22,366
2005-12-23,366
2005-12-24,366
2005-12-25,367
2005-12-26,368
2005-12-27,369
2005-12-28,370
2005-12-29,371
2005-12-30,372
2005-12-31,373
2006-01-01,375
2006-01-02,376
2006-01-03,378
2006-01-04,380
2006-01-05,382
2006-01-06,385
2006-01-07,387
2006-01-08,390
2006-01-09,392
2006-01-10,395
2006-01-11,398
2006-01-12,401
2006-01-13,404
2006-01-14,407
2006-01-15,411
2006-01-16,414
2006-01-17,418
2006-01-18,422
2006-01-19,426
2006-01-20,430
2006-01-21,434
2006-01-22,398
2006-01-23,402
2006-01-24,406
2006-01-25,410
2006-01-26,415
2006-01-27,419
2006-01-28,424
2006-01-29,428
2006-01-30,433
2006-01-31,438
2006-02-01,443
2006-02-02,447
2006-02-03,452
2006-02-04,457
2006-02-05,462
2006-02-06,468
2006-02-07,473
2006-02-08,479
2006-02-09,444
2006-02-10,449
2006-02-11,454
2006-02-12,459
2006-02-13,465
2006-02-14,470
2006-02-15,475
2006-02-16,481
2006-02-17,486
2006-02-18,491
2006-02-19,497
2006-02-20,502
2006-02-21,508
2006-02-22,514
2006-02-23,519
2006-02-24,525
2006-02-25,531
2006-02-26,537
2006-02-27,542
2006-02-28,548
2006-03-01,554
2006-03-02,560
2006-03-03,566
2006-03-04,572
2006-03-05,578
2006-03-06,584
2006-03-07,589
2006-03-08,596
2006-03-09,601
2006-03-10,607
2006-03-11,613
2006-03-12,619
2006-03-13,625
2006-03-14,631
2006-03-15,637
2006-03-16,643
2006-03-17,648
2006-03-18,654
2006-03-19,660
2006-03-20,666
2006-03-21,672
2006-03-22,625
2006-03-23,630
2006-03-24,636
2006-03-25,641
2006-03-26,646
2006-03-27,651
2006-03-28,656
2006-03-29,661
2006-03-30,666
2006-03-31,671
2006-04-01,676
2006-04-02,681
2006-04-03,686
2006-04-04,691
2006-04-05,696
2006-04-06,700
2006-04-07,705
2006-04-08,710
2006-04-09,714
2006-04-10,719
2006-04-11,723
2006-04-12,728
2006-04-13,732
2006-04-14,737
2006-04-15,741
2006-04-16,745
2006-04-17,749
2006-04-18,753
2006-04-19,757
2006-04-20,761
2006-04-21,765
2006-04-22,769
2006-04-23,773
2006-04-24,777
2006-04-25,780
2006-04-26,784
2006-04-27,787
2006-04-28,791
2006-04-29,794
2006-04-30,798
2006-05-01,801
2006-05-02,804
2006-05-03,807
2006-05-04,810
2006-05-05,813
2006-05-06,816
2006-05-07,819
2006-05-08,822
2006-05-09,825
2006-05-10,827
2006-05-11,830
2006-05-12,832
2006-05-13,835
2006-05-14,837
2006-05-15,839
2006-05-16,841
2006-05-17,843
2006-05-18,845
2006-05-19,847
2006-05-20,849
2006-05-21,851
2006-05-22,853
2006-05-23,855
2006-05-24,856
2006-05-25,858
2006-05-26,859
2006-05-27,861
2006-05-28,862
2006-05-29,863
2006-05-30,865
2006-05-31,866
2006-06-01,867
2006-06-02,868
2006-06-03,869
2006-06-04,870
2006-06-05,871
2006-06-06,871
2006-06-07,872
2006-06-08,873
2006-06-09,873
2006-06-10,874
2006-06-11,874
2006-06-12,875
2006-06-13,875
2006-06-14,875
2006-06-15,875
2006-06-16,876
2006-06-17,876
2006-06-18,876
2006-06-19,876
2006-06-20,876
2006-06-21,875
2006-06-22,875
2006-06-23,875
2006-06-24,875
2006-06-25,874
2006-06-26,874
2006-06-27,873
2006-06-28,872
2006-06-29,872
2006-06-30,871
2006-07-01,871
2006-07-02,870
2006-07-03,869
2006-07-04,868
2006-07-05,867
2006-07-06,866
2006-07-07,865
2006-07-08,864
2006-07-09,862
2006-07-10,861
2006-07-11,860
2006-07-12,859
2006-07-13,857
2006-07-14,855
2006-07-15,854
2006-07-16,852
2006-07-17,851
2006-07-18,849
2006-07-19,847
2006-07-20,845
2006-07-21,843
2006-07-22,841
2006-07-23,839
2006-07-24,837
2006-07-25,835
2006-07-26,833
2006-07-27,831
2006-07-28,828
2006-07-29,826
2006-07-30,823
2006-07-31,821
2006-08-01,818
2006-08-02,816
2006-08-03,813
2006-08-04,810
2006-08-05,807
2006-08-06,804
2006-08-07,802
2006-08-08,799
2006-08-09,795
2006-08-10,792
2006-08-11,789
2006-08-12,786
2006-08-13,783
2006-08-14,779
2006-08-15,776
2006-08-16,773
2006-08-17,769
2006-08-18,765
2006-08-19,762
2006-08-20,758
2006-08-21,754
2006-08-22,751
2006-08-23,747
2006-08-24,743
2006-08-25,739
2006-08-26,735
2006-08-27,731
2006-08-28,727
2006-08-29,723
2006-08-30,718
2006-08-31,714
2006-09-01,709
2006-09-02,705
2006-09-03,701
2006-09-04,696
2006-09-05,692
2006-09-06,687
2006-09-07,683
2006-09-08,678
2006-09-09,673
2006-09-10,668
2006-09-11,663
2006-09-12,658
2006-09-13,654
2006-09-14,649
2006-09-15,644
2006-09-16,639
2006-09-17,634
2006-09-18,628
2006-09-19,623
2006-09-20,618
2006-09-21,613
2006-09-22,608
2006-09-23,603
2006-09-24,597
2006-09-25,592
2006-09-26,587
2006-09-27,582
2006-09-28,576
2006-09-29,571
2006-09-30,566
2006-10-01,561
2006-10-02,555
2006-10-03,550
2006-10-04,545
2006-10-05,539
2006-10-06,534
2006-10-07,573
2006-10-08,567
2006-10-09,562
2006-10-10,556
2006-10-11,550
2006-10-12,545
2006-10-13,539
2006-10-14,534
2006-10-15,528
2006-10-16,522
2006-10-17,517
2006-10-18,512
2006-10-19,506
2006-10-20,501
2006-10-21,495
2006-10-22,490
2006-10-23,484
2006-10-24,479
2006-10-25,474
